STATE_CODE_001,STRUCTURE_NUMBER_008,LOCATION_009,YEAR_BUILT_027,ADT_029,YEAR_ADT_030,"coordinates (lat, lon)",ADT,TRUCK_PCT,ADTT,EFFECTIVE_YEAR,AGE,SLF,ADTT_SL,NOTE,Pf_fatigue,AM_years,AE_years,Risk_Level,Risk_Explanation,Street_View_URL
48,150150001702100.00,'1.75 MI S OF IH 410',1955,53013,2022,"29.298997, -98.629917",53013,29,15373.77,1974,51,0.5,7686.885,,1,10.03666439,8.154789815,Top 20,"The bridge at '1.75 MI S OF IH 410' has a high fatigue cracking risk, ranked #11 among bridges in the area. It experiences over 7,000 trucks per day, which is considered very heavy traffic. The bridge is 51 years old, and its estimated fatigue life is 10 years, which has already been exceeded. This means the bridge is at a high risk of developing cracks due to repeated traffic loads.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.298997,-98.629917"
48,180570000911346.00,'0.3 Mi E of Preston St',1961,84500,2016,"32.778894, -96.781622",84500,17,14365,1971,54,0.5,7182.5,,1,10.74148067,8.727453047,Top 20,"The bridge at '0.3 Mi E of Preston St' has a fatigue cracking risk score of #12, indicating it is among the most vulnerable in the region. The bridge is over 54 years old, and its fatigue life was calculated to be 10.7 years, which has already been exceeded. With an average daily truck traffic of 7,182 vehicles—well above the threshold of 2,000 trucks/day—it is classified as ""very heavy,"" which significantly accelerates crack formation. These factors combine to make the bridge highly susceptible to fatigue cracking.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.778894,-96.781622"
48,180570009214192.00,'A IH30/IH345 Interchange',1971,84500,2016,"32.7815, -96.785875",84500,17,14365,1971,54,0.5,7182.5,,1,10.74148067,8.727453047,Top 20,"The bridge at the A IH30/IH345 Interchange is ranked #13 for fatigue cracking risk due to high traffic volume and age. With an average daily truck traffic of 7,182 vehicles, it falls into the ""very heavy"" category, which significantly accelerates fatigue damage. The bridge is 54 years old, and its median fatigue life, based on standard assumptions, is 10.7 years. Since the bridge is much older than its expected fatigue life, crack initiation is statistically likely, leading to a high risk of structural failure.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.781500,-96.785875"
48,121020050003305.00,'0.5 MI SE OF SH 3/MONROE',1996,132815,2020,"29.663172, -95.258406",132815,9,11953.35,1996,29,1,11953.35,,1,6.454314893,5.244130851,Top 20,"The bridge at '0.5 MI SE OF SH 3/MONROE' is ranked #14 for fatigue cracking risk due to high truck traffic and aging infrastructure. With an annual average daily truck traffic (ADTT_SL) of 11,953 trucks, it falls into the ""very heavy"" category, which significantly increases fatigue damage over time. The bridge is 29 years old, exceeding its median fatigue life of 6.5 years, indicating a high likelihood of crack initiation. The risk index of 100.0% suggests an extremely high probability of fatigue-related cracking, placing it in the Top 20 tier for risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.663172,-95.258406"
48,121020027107355.00,'At IH 10 and IH 45',1967,71520,2010,"29.769333, -95.365606",71520,9,6436.8,1972,53,1,6436.8,,1,11.98587574,9.738524035,Top 20,"The bridge at IH 10 and IH 45 is ranked #15 for fatigue cracking risk due to high traffic volume and age. It has a median fatigue life of 12 years, but it is 53 years old, which means crack initiation is statistically likely. The risk index indicates an extremely high probability of fatigue-related cracking, placing it in the Top 20 tier for risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.769333,-95.365606"
48,121020050003107.00,'0.30 MI N OF DALLAS ST',1962,230232,2019,"29.762214, -95.372242",230232,7,16116.24,1962,63,0.333333333,5372.08,,1,14.36141772,11.6686519,Top 20,"The bridge at '0.30 MI N OF DALLAS ST' is ranked #16 for fatigue cracking risk due to high traffic volume and age. It has a median fatigue life of 14.4 years, but is 63 years old, which means crack initiation is statistically likely. The risk index indicates an extremely high probability of failure, placing it in the top 20 tiers for risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.762214,-95.372242"
48,201240073902120.00,'US 69 @ IH 10',1962,65343,2022,"30.050906, -94.144178",65343,16,10454.88,1962,63,0.5,5227.44,,1,14.75878918,11.99151621,Top 20,"The bridge at US 69 @ IH 10 has a high fatigue cracking risk, ranked #17 among all bridges in the system. It experiences a very heavy traffic volume of 5,227 trucks per day, which significantly increases the stress on the structure over time. The bridge is 63 years old, and its median fatigue life, based on standard engineering models, is 14.8 years. Since the bridge is much older than its expected fatigue life, there is a high probability of crack initiation, leading to a top-tier risk classification.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.050906,-94.144178"
48,201240073902121.00,'US 69 @ IH 10',1962,65343,2022,"30.051014, -94.143775",65343,16,10454.88,1962,63,0.5,5227.44,,1,14.75878918,11.99151621,Top 20,"The bridge at US 69 @ IH 10 has a high fatigue cracking risk, ranked #18 among all bridges in the system. It experiences over 5,227 trucks per day, which is considered very heavy, significantly increasing the likelihood of fatigue damage. The bridge is 63 years old, and its median fatigue life, based on standard assumptions, is 14.8 years. Since the bridge is much older than its expected fatigue life, there is a strong statistical indication that crack initiation is likely, contributing to its high risk score.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.051014,-94.143775"
48,150150001709109.00,'1.80 MI SW OF LP 13',1956,48778,2022,"29.342011, -98.550811",48778,26,12682.28,1974,51,0.5,6341.14,,1,12.16669005,9.885435664,Top 20,"The bridge at '1.80 MI SW OF LP 13' has a high fatigue cracking risk, ranked #19 among all bridges in the system. It experiences over 6,300 trucks per day, which is considered very heavy, significantly increasing the likelihood of fatigue damage. The bridge is 51 years old, and its median fatigue life, based on standard assumptions, is 12.2 years. Since the bridge is much older than its expected fatigue life, there is a strong indication that crack initiation is statistically likely, contributing to its elevated risk score.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.342011,-98.550811"
48,150150001709110.00,'1.90 MI SW OF LP 13',1956,48778,2022,"29.341675, -98.553289",48778,26,12682.28,1974,51,0.5,6341.14,,1,12.16669005,9.885435664,Top 20,"The bridge at '1.90 MI SW OF LP 13' is ranked #20 for fatigue cracking risk due to high truck traffic and age. It has a median fatigue life of 12.2 years, but is 51 years old, which means crack initiation is statistically likely. The risk index indicates an extremely high probability of fatigue-related cracking, making it a top concern for structural safety.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.341675,-98.553289"
48,180570009214194.00,'At IH30/IH345 Interchange',1971,194018,2023,"32.780653, -96.784319",194018,6,11641.08,1971,54,0.5,5820.54,,1,13.2549016,10.76960755,Top 50,"The bridge at the IH30/IH345 interchange has a high fatigue cracking risk, ranked #21 in the fatigue cracking risk category. It experiences over 5,800 truck trips per day, which is considered very heavy traffic. The bridge is 54 years old, and its median fatigue life is 13.3 years, meaning it has already exceeded its expected lifespan. This combination of heavy traffic and age significantly increases the likelihood of crack initiation, leading to a high risk rating.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.780653,-96.784319"
48,180570019603333.00,'3.2 Mi N of Loop 12',1967,107820,2016,"32.907461, -96.8971",107820,10,10782,1967,58,0.5,5391,,1,14.31101557,11.62770015,Top 50,"The bridge at 3.2 miles from Loop 12 has a high fatigue cracking risk, ranked #22 in the fatigue cracking risk category. It experiences over 5,000 trucks per day, which is considered very heavy traffic. The bridge is 58 years old, and its median fatigue life is 14.3 years, meaning it has already exceeded its expected lifespan. This combination of heavy traffic and age significantly increases the likelihood of crack initiation, leading to a high risk rating.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.907461,-96.897100"
48,142270001513527.00,'IH 35/SH 71 INTERCHANGE',2011,148080,2013,"30.216683, -97.747647",148080,15,22212,2011,14,1,22212,,1,3.473378576,2.822120093,Top 50,"The bridge at the IH 35/SH 71 interchange has a high fatigue cracking risk, ranked #23 in the fatigue cracking risk category. It experiences a very heavy traffic volume of 22,212 trucks per day, which significantly increases fatigue stress. The bridge is 14 years old, and its median fatigue life is 3.5 years, meaning it has already exceeded its expected lifespan, making crack initiation highly likely.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.216683,-97.747647"
48,102120049504067.00,'8.0 MI E OF SH 110',1962,25510,2021,"32.468358, -95.387433",25510,38,9693.8,1962,63,0.5,4846.9,,1,15.91753181,12.9329946,Top 50,"The bridge at 8.0 MI E OF SH 110 has a high fatigue cracking risk, ranked #24 in the fatigue cracking risk category. It experiences 4,847 trucks per day, which is considered very heavy, as it exceeds 2,000 trucks/day. The bridge is 63 years old, and its median fatigue life, based on the TxDOT bridge risk model, is 15.9 years. Since the bridge is much older than its expected fatigue life, there is a high probability of crack initiation, contributing to its elevated risk score.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468358,-95.387433"
48,102120049504060.00,'0.75 MI W OF US 69',1962,25510,2021,"32.46865, -95.400522",25510,38,9693.8,1962,63,0.5,4846.9,,1,15.91753181,12.9329946,Top 50,"The bridge at 0.75 MI W OF US 69 is ranked #25 for fatigue cracking risk due to high truck traffic and age. With an average daily truck traffic of 4,847 vehicles, it falls into the ""very heavy"" category, which significantly increases fatigue damage over time. The bridge is 63 years old, and its median fatigue life, based on standard assumptions, is 15.9 years. Since the bridge has far exceeded this expected lifespan, the risk of crack initiation is statistically likely, leading to a high risk index.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468650,-95.400522"
48,102120049504061.00,'0.75 MI W OF US 69',1962,25510,2021,"32.468469, -95.400508",25510,38,9693.8,1962,63,0.5,4846.9,,1,15.91753181,12.9329946,Top 50,"The bridge at '0.75 MI W OF US 69' has a high fatigue cracking risk, ranked #26 among bridges in the area. It experiences over 4,800 trucks per day, which is considered very heavy and significantly increases fatigue damage. The bridge is 63 years old, and its median fatigue life was estimated at 15.9 years, meaning it has already exceeded its expected lifespan for fatigue cracking. This combination of high traffic volume and age contributes to a very high risk of crack initiation.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468469,-95.400508"
48,150150002502169.00,'IH 10 @ IH 37',1967,156508,2023,"29.395, -98.478181",156508,10,15650.8,1967,58,0.333333333,5216.933333,,1,14.78851271,12.01566658,Top 50,"The bridge at IH 10 @ IH 37 is ranked #27 for fatigue cracking risk due to high traffic volume and age. It has a median fatigue life of 14.8 years, but it is 58 years old, which means crack initiation is statistically likely. The risk index is in the Top 50 tier, indicating a very high probability of fatigue-related damage.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.395000,-98.478181"
48,150150002502166.00,'1.90 MI E  OF IH 35',1967,156508,2023,"29.394028, -98.481242",156508,10,15650.8,1967,58,0.333333333,5216.933333,,1,14.78851271,12.01566658,Top 50,"The bridge at 1.90 MI E OF IH 35 is ranked #28 for fatigue cracking risk due to high truck traffic and age. With an average daily truck traffic of 5,217 vehicles, it falls into the ""very heavy"" category, which significantly accelerates fatigue damage. The bridge is 58 years old, and its median fatigue life, based on standard assumptions, is 14.8 years. Since the bridge has far exceeded this expected lifespan, the risk of crack initiation is statistically likely, placing it in the Top 50 tier for fatigue risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.394028,-98.481242"
48,121020011005130.00,'0.30 MI S  MONTGOMERY C/L',1988,181539,2023,"30.106333, -95.435608",181539,9,16338.51,1988,37,0.5,8169.255,,1,9.444029466,7.673273941,Top 50,"The bridge at '0.30 MI S  MONTGOMERY C/L' has a fatigue cracking risk score of #29, indicating it is among the most vulnerable in the region. The bridge is subjected to 8,169 trucks per day, which is classified as very heavy, significantly increasing fatigue damage. The calculated median fatigue life is 9.4 years, but the bridge is 37 years old, meaning it has already exceeded its expected fatigue life, making crack initiation highly likely. The risk index of 100.0% signifies an extremely high probability of fatigue-related cracking.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.106333,-95.435608"
48,180570000911461.00,'IH 30 / PGBT Interchange',2012,148088,2022,"32.854169, -96.559533",148088,15,22213.2,2012,13,1,22213.2,,1,3.473190937,2.821967637,Top 50,"The bridge at IH 30 / PGBT Interchange is ranked #30 for fatigue cracking risk due to high truck traffic and aging infrastructure. With an average daily truck traffic of 22,213 vehicles, it falls into the ""very heavy"" category, which significantly increases fatigue damage over time. The bridge is 13 years old, exceeding its median fatigue life of 3.5 years, indicating a high likelihood of crack initiation. The risk index places it in the Top 50 tier, reflecting a critical need for inspection and potential repair.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.854169,-96.559533"
48,91610001501515.00,'2.4 Mi NW of FM 2063',2012,71020,2013,"31.48835, -97.153389",71020,31,22016.2,2012,13,1,22016.2,,1,3.504268899,2.84721848,Top 50,"The bridge at '2.4 Mi NW of FM 2063' has a high fatigue cracking risk, ranked #31 in the fatigue cracking risk category. It experiences over 22,000 trucks per day, which is considered very heavy and significantly increases the risk of fatigue-related damage. The bridge is 13 years old, and its estimated median fatigue life is 3.5 years, meaning it has already exceeded its expected lifespan, making crack initiation statistically likely.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.488350,-97.153389"
48,150150001710157.00,'2.20 MI E OF IH 37/US 281',1962,144783,2022,"29.440347, -98.441589",144783,9,13030.47,1962,63,0.333333333,4343.49,,0.999999999,17.76237195,14.43192721,Top 50,"The bridge at 2.20 MI E OF IH 37/US 281 has a fatigue cracking risk score of #32, indicating it is among the most vulnerable in the region. The bridge is classified as functional class, and it experiences a high volume of traffic—4,343 trucks per day—which is considered very heavy. This level of traffic significantly increases the risk of fatigue cracking, as the bridge is already 63 years old, well beyond its expected fatigue life of 17.8 years. The high traffic volume and age are the primary drivers of the elevated risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.440347,-98.441589"
48,150150001710156.00,'2.20 MI E OF IH 37/US 281',1962,144783,2022,"29.440175, -98.441625",144783,9,13030.47,1962,63,0.333333333,4343.49,,0.999999999,17.76237195,14.43192721,Top 50,"The bridge at 2.20 MI E OF IH 37/US 281 has a fatigue cracking risk score of #33, indicating it is among the most vulnerable in the region. The bridge is subjected to 4,343 trucks per day, which is classified as ""very heavy"" and significantly contributes to fatigue damage. The calculated median fatigue life is 17.8 years, but the bridge is 63 years old, meaning crack initiation is statistically likely. The high risk score reflects the combination of age, heavy traffic, and the bridge's structural vulnerability to fatigue cracking.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.440175,-98.441625"
48,150150001710155.00,'2.45 MI E OF IH 37/US 281',1962,144783,2022,"29.441944, -98.438128",144783,9,13030.47,1962,63,0.333333333,4343.49,,0.999999999,17.76237195,14.43192721,Top 50,"The bridge at 2.45 MI E OF IH 37/US 281 has a fatigue cracking risk rating of #34, indicating it is among the most vulnerable in the region. The bridge is classified as functional class, and it experiences a very heavy traffic volume of 4,343 trucks per day, which significantly increases fatigue stress. The calculated median fatigue life is 17.8 years, but the bridge is 63 years old, meaning crack initiation is statistically likely. The high risk score is driven by the combination of heavy traffic and the bridge's age, which together reduce its remaining structural integrity.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.441944,-98.438128"
48,150150001710161.00,'1.4 MI E OF IH 37/US 281',1962,144783,2022,"29.438886, -98.455047",144783,9,13030.47,1962,63,0.333333333,4343.49,,0.999999999,17.76237195,14.43192721,Top 50,"The bridge at 1.4 MI E OF IH 37/US 281 has a fatigue cracking risk score of #35, indicating it is among the most vulnerable in the region. The bridge is classified as functional class, and it experiences a very heavy traffic volume of 4,343 trucks per day, which significantly increases fatigue stress. The calculated median fatigue life is 17.8 years, but the bridge is 63 years old, meaning crack initiation is statistically likely. The high probability of failure (100.0%) underscores a critical safety concern.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.438886,-98.455047"
48,150150001710154.00,'2.45 MI E OF IH 37/US 281',1962,144783,2022,"29.441808, -98.438047",144783,9,13030.47,1962,63,0.333333333,4343.49,,0.999999999,17.76237195,14.43192721,Top 50,"The bridge at 2.45 MI E OF IH 37/US 281 is ranked #36 for fatigue cracking risk due to high truck traffic and age. With an average daily truck traffic of 4,343 vehicles, which is classified as very heavy, the bridge is subjected to significant repeated loading. The median fatigue life calculated is 17.8 years, but the bridge is 63 years old, which means crack initiation is statistically likely. The risk index indicates an extremely high probability of fatigue cracking, placing it in the Top 50 tier for risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.441808,-98.438047"
48,142270001513380.00,'5.85 MI S OF US 183',1962,129685,2020,"30.261356, -97.736133",129685,10,12968.5,1962,63,0.333333333,4322.833333,,0.999999999,17.84724947,14.5008902,Top 50,"The bridge at 5.85 MI S OF US 183 has a fatigue cracking risk score of #37, indicating it is among the most vulnerable in the region. The bridge is classified as functional class, and it experiences a high volume of traffic—4,323 trucks per day—which is considered very heavy. This level of traffic significantly increases the risk of fatigue cracking, as the bridge is already 63 years old, well beyond its expected fatigue life of 17.8 years. The high traffic volume and age contribute to a 100% probability of crack initiation, making it a top-tier risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.261356,-97.736133"
48,102120049504068.00,'0.3 MI E OF US 69',1962,20932,2021,"32.468317, -95.383",20932,41,8582.12,1962,63,0.5,4291.06,,0.999999999,17.97940018,14.60826265,Top 50,"The bridge at '0.3 MI E OF US 69' is ranked #38 for fatigue cracking risk due to high traffic volume and age. With an average daily truck count of 4,291 vehicles, it falls into the ""very heavy"" category, which significantly increases fatigue damage over time. The bridge is 63 years old, and its median fatigue life, based on standard assumptions, is 18 years. Since the bridge has already exceeded this expected lifespan, crack initiation is statistically likely, contributing to its high risk score.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468317,-95.383000"
48,102120049504066.00,'8.0 MI E OF SH 110',1962,20932,2021,"32.468536, -95.387622",20932,41,8582.12,1962,63,0.5,4291.06,,0.999999999,17.97940018,14.60826265,Top 50,"The bridge at 8.0 MI E OF SH 110 has a fatigue cracking risk score of #39, indicating it is among the most vulnerable in the region. The bridge is subjected to 4,291 trucks per day, which is classified as very heavy, significantly increasing fatigue damage. The median fatigue life calculated is 18 years, but the bridge is 63 years old, meaning crack initiation is statistically likely. The high risk index reflects the combination of age, heavy traffic, and the bridge's structural response to repeated loading.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468536,-95.387622"
48,201240073902118.00,'US 69 @ IH 10',1963,26184,2022,"30.049058, -94.146033",26184,33,8640.72,1963,62,0.5,4320.36,,0.999999999,17.85746672,14.50919171,Top 50,"The bridge at US 69 @ IH 10 is ranked #40 for fatigue cracking risk due to high traffic volume and age. It has a median fatigue life of 17.9 years, but is 62 years old, which means crack initiation is statistically likely. The risk is extremely high, placing it in the Top 50 tier, primarily due to the very heavy truck traffic and the bridge's age.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.049058,-94.146033"
48,102120049505139.00,'1.1 MI E OF US 69',1964,20932,2021,"32.468186, -95.368642",20932,41,8582.12,1964,61,0.5,4291.06,,0.999999998,17.97940018,14.60826265,Top 50,"The bridge at 1.1 MI E OF US 69 has a fatigue cracking risk score of #41, indicating it is among the most vulnerable in the region. The bridge is subjected to 4,291 trucks per day, which is classified as very heavy, significantly increasing fatigue damage. The median fatigue life calculated is 18 years, but the bridge is 61 years old, meaning crack initiation is statistically likely. The high risk score reflects the combination of age, heavy traffic, and the bridge's structural design.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468186,-95.368642"
48,102120049505138.00,'1.1 MI E OF US 69',1964,20932,2021,"32.468378, -95.368706",20932,41,8582.12,1964,61,0.5,4291.06,,0.999999998,17.97940018,14.60826265,Top 50,"The bridge at 1.1 MI E OF US 69 has a fatigue cracking risk score of #42, indicating it is among the most vulnerable in the region. The average daily truck traffic (ADTT_SL) is 4,291 trucks per day, which is classified as very heavy (≥2,000 trucks/day), significantly contributing to fatigue damage. The bridge is 61 years old, and its median fatigue life is 18 years, which has been exceeded, meaning crack initiation is statistically likely. The risk is classified as ""Top 50 tier,"" reflecting an extremely high probability of failure due to fatigue.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468378,-95.368706"
48,102120049505142.00,'3.106 MI E OF US 69',1964,20932,2021,"32.465492, -95.334667",20932,41,8582.12,1964,61,0.5,4291.06,,0.999999998,17.97940018,14.60826265,Top 50,"The bridge at 3.106 MI E OF US 69 is ranked #43 for fatigue cracking risk, with a very heavy traffic volume of 4,291 trucks per day. The bridge is 61 years old, and its median fatigue life, based on the probabilistic model, is 18 years. Since the bridge has exceeded this expected lifespan, crack initiation is statistically likely, contributing to its high risk score. The fatigue risk is classified as ""Top 50 tier,"" indicating a significant vulnerability due to heavy traffic and aging infrastructure.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.465492,-95.334667"
48,102120049505143.00,'3.114 MI E OF US 69',1964,20932,2021,"32.465281, -95.334608",20932,41,8582.12,1964,61,0.5,4291.06,,0.999999998,17.97940018,14.60826265,Top 50,"The bridge at 3.114 MI E OF US 69 has a fatigue cracking risk score of #44, indicating it is among the most vulnerable in the state. The bridge is subjected to 4,291 trucks per day, which is classified as ""very heavy,"" significantly increasing fatigue damage. The median fatigue life calculated is 18 years, but the bridge is 61 years old, meaning crack initiation is statistically likely. The high risk index reflects the combination of age, heavy traffic, and the bridge's structural design.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.465281,-95.334608"
